time,open,high,low,close
2010-09-15 07:00:00,6188.0,6188.0,6188.0,6188.0
2010-09-23 07:00:00,6188.0,6188.0,6166.0,6166.0
2010-09-24 07:00:00,6173.0,6173.0,6173.0,6173.0
2010-09-27 07:00:00,6163.0,6163.0,6163.0,6163.0
2010-09-28 07:00:00,6179.0,6179.0,6179.0,6179.0
2010-09-29 07:00:00,6179.0,6179.0,6179.0,6179.0
2010-09-30 07:00:00,6187.0,6187.0,6187.0,6187.0
2010-10-01 07:00:00,6156.0,6156.0,6156.0,6156.0
2010-10-04 07:00:00,6121.0,6121.0,6121.0,6121.0
2010-10-05 07:00:00,6205.0,6205.0,6188.0,6188.0
2010-10-20 07:00:00,6345.0,6345.0,6345.0,6345.0
2010-10-21 07:00:00,6419.0,6419.0,6419.0,6419.0
2010-10-22 07:00:00,6436.0,6436.0,6433.0,6433.0
2010-10-25 07:00:00,6452.0,6452.0,6452.0,6452.0
2010-11-03 08:00:00,6343.0,6343.0,6316.0,6316.0
2010-11-19 08:00:00,6383.0,6403.0,6383.0,6403.0
2010-11-22 08:00:00,6402.0,6402.0,6402.0,6402.0
2010-12-29 08:00:00,7007.0,7007.0,6986.0,6986.0
2010-12-30 08:00:00,6979.0,6987.0,6979.0,6987.0
2011-01-18 08:00:00,6921.0,6922.0,6921.0,6922.0
2011-01-27 08:00:00,6965.0,6965.0,6965.0,6965.0
2011-01-28 08:00:00,6943.0,6943.0,6943.0,6943.0
2011-01-31 08:00:00,6879.0,6879.0,6849.0,6849.0
2011-02-01 08:00:00,6869.0,6911.0,6869.0,6911.0
2011-02-02 08:00:00,6907.0,6907.0,6907.0,6907.0
2011-02-03 08:00:00,6901.0,6901.0,6901.0,6901.0
2011-02-04 08:00:00,6869.0,6953.0,6869.0,6953.0
2011-02-07 08:00:00,7023.0,7023.0,7023.0,7023.0
2011-02-08 08:00:00,6869.0,7031.0,6869.0,7031.0
2011-02-09 08:00:00,6869.0,7026.0,6869.0,7026.0
2011-02-10 08:00:00,7017.0,7017.0,7017.0,7017.0
2011-02-11 08:00:00,7057.0,7099.0,7057.0,7099.0
2011-02-14 08:00:00,7114.5,7114.5,7114.5,7114.5
2011-02-15 08:00:00,7103.0,7103.0,7055.5,7055.5
2011-02-16 08:00:00,7125.0,7125.0,7125.0,7125.0
2011-02-17 08:00:00,7093.5,7093.5,7093.5,7093.5
2011-02-18 08:00:00,7091.0,7091.0,7091.0,7091.0
2011-02-21 08:00:00,7046.0,7046.0,7027.0,7029.5
2011-02-22 08:00:00,7069.0,7069.0,7056.5,7056.5
2011-02-23 08:00:00,6953.0,6953.0,6931.5,6931.5
2011-02-24 08:00:00,6955.5,6955.5,6955.5,6955.5
2011-02-25 08:00:00,7010.5,7010.5,7010.5,7010.5
2011-02-28 08:00:00,6967.0,6990.0,6966.0,6990.0
2011-03-01 08:00:00,7015.0,7015.0,6941.0,6941.0
2011-03-02 08:00:00,6877.0,6877.0,6877.0,6877.0
2011-03-03 08:00:00,6995.0,6995.0,6995.0,6995.0
2011-03-04 08:00:00,7017.0,7017.0,6978.0,6978.0
2011-03-07 08:00:00,6942.0,6942.0,6942.0,6942.0
2011-03-08 08:00:00,7023.0,7023.0,7023.0,7023.0
2011-03-09 08:00:00,6976.0,7002.0,6970.0,6970.0
2011-03-10 08:00:00,6935.0,6971.0,6935.0,6954.0
2011-03-11 08:00:00,6942.0,6942.0,6942.0,6942.0
2011-03-14 08:00:00,6837.0,6837.0,6837.0,6837.0
2011-03-15 08:00:00,6835.0,6835.0,6835.0,6835.0
2011-03-16 08:00:00,6787.0,6787.0,6787.0,6787.0
2011-03-17 08:00:00,6780.0,6780.0,6779.0,6779.0
2011-03-18 08:00:00,6797.0,6797.0,6797.0,6797.0
2011-03-21 08:00:00,6852.0,6852.0,6852.0,6852.0
2011-03-22 08:00:00,6819.0,6819.0,6791.5,6791.5
