time,open,high,low,close
2005-04-05 13:30:00,53.20392514,53.29194634,52.95942181,53.25771587
2005-04-06 13:30:00,53.35063203,53.414198,53.14523945,53.22838036
2005-04-07 13:30:00,53.20392514,53.5022192,52.95942181,52.95942181
2005-04-08 13:30:00,53.15013441,53.15013441,52.87140061,53.13056925
2005-04-11 13:30:00,53.12568407,53.34573707,53.11590394,53.27727614
2005-04-12 13:30:00,53.0914585,53.58535034,53.0914585,53.49243907
2005-04-13 13:30:00,53.49732425,53.65870134,53.49243907,53.61957591
2005-04-14 13:30:00,53.5902404,53.59513536,53.3995278,53.42397814
2005-04-15 13:30:00,53.74182758,53.74182758,53.44842847,53.66848147
2005-04-18 13:30:00,53.71249207,53.79073314,53.64892609,53.6782616
2005-04-19 13:30:00,53.80540334,53.9129848,53.64892609,53.90320467
2005-04-20 13:30:00,53.6929318,53.94722016,53.6929318,53.93254018
2005-04-21 13:30:00,53.9129848,53.9423252,53.64892609,53.64892609
2005-04-22 13:30:00,53.97655567,54.03865952,53.80051327,53.90320467
2005-04-25 13:30:00,53.93743514,54.03523647,53.85919407,54.03523647
2005-04-26 13:30:00,53.81518347,54.06457687,53.7662828,53.94722016
2005-04-27 13:30:00,54.1330378,54.2650696,53.98633091,54.21127887
2005-04-28 13:30:00,54.22594907,54.44600207,54.221059,54.43622682
2005-04-29 13:30:00,54.35308591,54.4851226,54.19660867,54.24061927
2005-05-02 13:30:00,54.2790127,54.32809797,54.10228806,54.25937172
2005-05-03 13:30:00,54.24954877,54.29373975,54.08755119,54.28882582
2005-05-04 13:30:00,53.80283799,54.27409877,53.80283799,54.16610038
2005-05-05 13:30:00,54.23482663,54.35264305,54.06301101,54.24464467
2005-05-06 13:30:00,53.94519459,54.02373887,53.81756013,53.9500987
2005-05-09 13:30:00,53.82737326,53.86665031,53.637895,53.76356094
2005-05-10 13:30:00,53.7488388,54.00901182,53.70956175,53.7537429
2005-05-11 13:30:00,53.84701424,53.98937575,53.77828799,53.80283799
2005-05-12 13:30:00,53.73901585,53.81265112,53.3364715,53.63101746
2005-05-13 13:30:00,53.64574452,53.98937575,53.64574452,53.93046754
2005-05-16 13:30:00,53.99919378,54.02864789,53.7242888,53.84701424
2005-05-17 13:30:00,53.9206495,53.9500987,53.48276513,53.87646834
2005-05-18 13:30:00,53.99919378,54.09246512,53.88137245,54.06792003
2005-05-19 13:30:00,54.04828887,54.09737414,53.86665031,53.98937575
2005-05-20 13:30:00,53.82737326,54.04828887,53.82737326,53.9746487
2005-05-23 13:30:00,54.20537252,54.20537252,53.87499073,54.20046351
2005-05-24 13:30:00,54.35264305,54.39191519,54.2544627,54.31827502
2005-05-25 13:30:00,54.31827502,54.37227421,54.16610038,54.31337091
2005-05-26 13:30:00,54.24464467,54.37227421,54.22009958,54.34773894
2005-05-27 13:30:00,54.38700127,54.39191519,54.24954877,54.34282502
2005-05-31 13:30:00,54.56863983,54.62754804,54.47536849,54.57845295
2005-06-01 13:30:00,54.69715844,55.0224042,54.69715844,54.95341059
2005-06-02 13:30:00,54.90413436,55.1702526,54.8745706,55.16532448
2005-06-03 13:30:00,55.41173025,55.41173025,54.82528451,54.8745706
2005-06-06 13:30:00,54.99284044,55.04212159,54.87949378,55.02733725
2005-06-07 13:30:00,55.21460071,55.46593952,55.07169029,55.1406839
2005-06-08 13:30:00,55.16532448,55.16532448,55.00269667,55.02733725
2005-06-09 13:30:00,55.01748102,55.01748102,54.41181563,54.92384682
2005-06-10 13:30:00,54.91891871,54.91891871,54.62816482,54.67744105
2005-06-13 13:30:00,54.62323178,54.72178916,54.50002889,54.54931005
2005-06-14 13:30:00,54.54931005,54.55917121,54.38175905,54.49017759
2005-06-15 13:30:00,54.43596832,54.50002889,54.29797123,54.38668224
2005-06-16 13:30:00,54.50002889,54.50002889,54.30783239,54.44089151
2005-06-17 13:30:00,54.48524455,54.55423816,54.3669747,54.43103528
2005-06-20 13:30:00,54.41625093,54.41625093,54.2782637,54.3669747
2005-06-21 13:30:00,54.50002889,54.57395555,54.41625093,54.54931005
2005-06-22 13:30:00,54.85978625,55.02733725,54.70700481,54.93863117
