time,open,high,low,close
2006-10-23 07:00:00,778.69486807,778.69486807,778.69486807,778.69486807
2006-10-24 07:00:00,780.44605593,780.44605593,780.44605593,780.44605593
2006-10-27 07:00:00,779.27859736,779.27859736,779.27859736,779.27859736
2006-10-30 08:00:00,771.10638735,771.10638735,769.93892877,769.93892877
2006-11-01 08:00:00,779.86232664,781.6135145,779.86232664,781.6135145
2006-11-03 08:00:00,768.7714702,768.7714702,762.64231269,762.64231269
2006-11-07 08:00:00,769.93892877,769.93892877,769.93892877,769.93892877
2006-11-09 08:00:00,769.35519949,769.35519949,767.89587627,767.89587627
2006-11-10 08:00:00,769.35519949,769.35519949,766.7284177,766.7284177
2006-11-13 08:00:00,771.69011663,771.69011663,769.64706413,769.64706413
2006-11-14 08:00:00,776.35995092,776.35995092,774.31689842,774.31689842
2006-11-17 08:00:00,785.69961951,785.69961951,785.69961951,785.69961951
2006-11-20 08:00:00,804.37895667,804.37895667,804.37895667,804.37895667
2006-11-21 08:00:00,809.63252025,810.79997882,808.75692632,808.75692632
2006-11-23 08:00:00,811.96743739,812.55116668,811.96743739,812.55116668
2006-11-27 08:00:00,809.04879096,809.04879096,798.54166381,798.54166381
2006-11-28 08:00:00,790.3694538,790.3694538,786.86707808,786.86707808
2006-11-29 08:00:00,791.53691237,797.37420523,790.95318308,797.37420523
2006-12-06 08:00:00,799.12539309,799.12539309,793.28810023,793.28810023
2006-12-11 08:00:00,801.46031024,801.46031024,797.95793452,797.95793452
2006-12-13 08:00:00,795.62301737,797.95793452,795.62301737,797.95793452
2006-12-14 08:00:00,800.29285167,800.29285167,800.29285167,800.29285167
2006-12-19 08:00:00,792.12064166,792.12064166,789.78572451,789.78572451
2006-12-20 08:00:00,790.95318308,790.95318308,790.95318308,790.95318308
2006-12-29 08:00:00,805.54641524,806.13014453,805.54641524,806.13014453
2007-01-02 08:00:00,790.95318308,815.46981311,790.95318308,815.46981311
2007-01-03 08:00:00,817.22100097,817.22100097,811.38370811,811.38370811
2007-01-11 08:00:00,813.42676061,823.35015848,813.42676061,823.35015848
2007-01-12 08:00:00,823.35015848,823.35015848,818.38845954,818.38845954
2007-01-15 08:00:00,811.38370811,816.63727169,811.38370811,816.63727169
2007-01-16 08:00:00,821.01524133,826.56066955,821.01524133,826.56066955
2007-01-17 08:00:00,821.89083526,821.89083526,821.89083526,821.89083526
2007-01-18 08:00:00,828.8955867,828.8955867,824.22575241,824.22575241
2007-01-22 08:00:00,831.23050385,831.23050385,831.23050385,831.23050385
2007-01-23 08:00:00,821.30710598,828.31185741,821.30710598,828.31185741
2007-01-24 08:00:00,836.48406742,839.40271386,836.48406742,839.40271386
2007-01-25 08:00:00,842.32136029,842.32136029,838.81898457,838.81898457
2007-01-29 08:00:00,849.32611172,849.32611172,849.32611172,849.32611172
2007-01-30 08:00:00,842.90508957,845.82373601,842.90508957,845.82373601
2007-02-01 08:00:00,853.1152276,853.1152276,853.1152276,853.1152276
2007-02-02 08:00:00,861.34652546,861.34652546,858.99472607,858.99472607
2007-02-05 08:00:00,868.98987346,868.98987346,866.63807408,866.63807408
2007-02-06 08:00:00,869.57782331,869.57782331,869.57782331,869.57782331
2007-02-07 08:00:00,870.16577316,880.7488704,870.16577316,880.7488704
2007-02-08 08:00:00,890.15606795,891.33196764,888.39221841,888.39221841
2007-02-09 08:00:00,888.39221841,888.39221841,887.80426856,887.80426856
2007-02-12 08:00:00,881.92477009,881.92477009,877.22117132,877.22117132
2007-02-13 08:00:00,880.16092055,880.16092055,880.16092055,880.16092055
2007-02-14 08:00:00,883.10066979,883.10066979,882.51271994,882.51271994
2007-02-15 08:00:00,881.92477009,886.33439394,881.92477009,886.33439394
2007-02-16 08:00:00,885.45246917,885.45246917,885.45246917,885.45246917
2007-02-19 08:00:00,891.33196764,892.50786733,891.33196764,892.50786733
2007-02-20 08:00:00,891.91991749,891.91991749,888.39221841,888.39221841
2007-02-21 08:00:00,890.74401779,891.33196764,890.74401779,891.33196764
2007-02-22 08:00:00,894.85966672,894.85966672,889.5681181,889.5681181
