time,open,high,low,close
2011-12-16 08:00:00,10213.07,10213.07,10191.5,10191.5
2011-12-19 08:00:00,10227.0,10285.0,10175.5,10175.5
2011-12-20 08:00:00,10237.5,10237.5,10237.5,10237.5
2011-12-21 08:00:00,10236.29,10236.29,10205.0,10205.0
2011-12-22 08:00:00,10153.5,10153.5,10153.5,10153.5
2011-12-23 08:00:00,10171.0,10171.0,10171.0,10171.0
2011-12-28 08:00:00,10061.0,10061.0,10042.5,10042.5
2011-12-29 08:00:00,9903.0,9903.0,9865.0,9865.0
2011-12-30 08:00:00,10053.0,10053.0,10053.0,10053.0
2012-01-03 08:00:00,10191.0,10191.0,10176.5,10176.5
2012-01-04 08:00:00,10238.04,10238.04,10232.5,10232.5
2012-01-05 08:00:00,10312.0,10312.0,10255.15,10294.0
2012-01-06 08:00:00,10427.0,10427.0,10427.0,10427.0
2012-01-09 08:00:00,10385.0,10385.0,10385.0,10385.0
2012-01-10 08:00:00,10413.0,10490.5,10413.0,10490.5
2012-01-11 08:00:00,10633.0,10633.0,10633.0,10633.0
2012-01-12 08:00:00,10708.5,10708.5,10708.5,10708.5
2012-01-13 08:00:00,10607.0,10607.0,10607.0,10607.0
2012-01-16 08:00:00,10644.0,10644.0,10644.0,10644.0
2012-01-17 08:00:00,10733.0,10733.0,10733.0,10733.0
2012-01-18 08:00:00,10661.0,10661.0,10661.0,10661.0
2012-01-19 08:00:00,10604.0,10604.0,10604.0,10604.0
2012-01-20 08:00:00,10599.0,10599.0,10599.0,10599.0
2012-01-23 08:00:00,10702.0,10702.0,10702.0,10702.0
2012-01-24 08:00:00,10613.0,10613.0,10613.0,10613.0
2012-01-25 08:00:00,10578.0,10578.0,10578.0,10578.0
2012-01-26 08:00:00,10906.5,10906.5,10906.5,10906.5
2012-01-27 08:00:00,10946.0,10946.0,10946.0,10946.0
2012-01-30 08:00:00,10951.0,10951.0,10951.0,10951.0
2012-01-31 08:00:00,10916.0,10916.0,10916.0,10916.0
2012-02-01 08:00:00,10950.5,10950.5,10950.5,10950.5
2012-02-02 08:00:00,11026.5,11026.5,11026.5,11026.5
2012-02-03 08:00:00,10940.0,10947.0,10918.82,10947.0
2012-02-06 08:00:00,10831.0,10831.0,10797.0,10797.0
2012-02-07 08:00:00,10770.0,10859.0,10770.0,10859.0
2012-02-08 08:00:00,10882.8,10885.5,10882.8,10885.5
2012-02-09 08:00:00,10931.5,10931.5,10931.5,10931.5
2012-02-10 08:00:00,10824.0,10824.0,10824.0,10824.0
2012-02-13 08:00:00,10844.5,10844.5,10844.5,10844.5
2012-02-14 08:00:00,10820.0,10887.5,10820.0,10887.5
2012-02-15 08:00:00,10935.0,10935.0,10935.0,10935.0
2012-02-16 08:00:00,10835.5,10835.5,10835.5,10835.5
2012-02-17 08:00:00,10806.63,10806.63,10792.0,10792.0
2012-02-20 08:00:00,10852.0,10852.0,10852.0,10852.0
2012-02-21 08:00:00,10924.0,11027.0,10924.0,11027.0
2012-02-22 08:00:00,11119.5,11119.5,11119.5,11119.5
2012-02-23 08:00:00,11283.0,11283.0,11283.0,11283.0
2012-02-24 08:00:00,11121.0,11180.45,11095.28,11122.5
2012-02-27 08:00:00,11057.0,11122.0,11052.88,11122.0
2012-02-28 08:00:00,11139.0,11158.28,11108.65,11144.0
2012-02-29 08:00:00,11124.0,11124.0,10678.5,10678.5
2012-03-01 08:00:00,10703.0,10723.82,10657.56,10702.5
2012-03-02 08:00:00,10715.0,10731.3,10683.13,10723.0
2012-03-05 08:00:00,10649.0,10695.3,10649.0,10673.5
2012-03-06 08:00:00,10629.0,10629.0,10496.47,10543.0
2012-03-07 08:00:00,10604.0,10622.0,10567.13,10618.0
2012-03-08 08:00:00,10691.0,10691.0,10634.5,10634.5
2012-03-09 08:00:00,10698.0,10807.5,10687.99,10807.5
2012-03-12 08:00:00,10799.24,10799.24,10794.5,10794.5
2012-03-13 08:00:00,10754.37,10754.37,10708.12,10711.0
2012-03-14 08:00:00,10552.4,10552.4,10396.5,10396.5
2012-03-15 08:00:00,10441.62,10450.49,10408.5,10408.5
2012-03-16 08:00:00,10355.0,10370.74,10355.0,10369.5
2012-03-19 08:00:00,10356.0,10388.5,10356.0,10388.5
2012-03-20 08:00:00,10352.31,10352.82,10288.71,10334.5
2012-03-21 08:00:00,10370.0,10370.0,10350.5,10350.5
2012-03-22 08:00:00,10268.0,10301.0,10268.0,10275.0
2012-03-23 08:00:00,10384.0,10384.0,10384.0,10384.0
2012-03-26 07:00:00,10402.0,10496.5,10402.0,10496.5
2012-03-27 07:00:00,10504.0,10504.0,10465.5,10465.5
2012-03-28 07:00:00,10450.0,10466.0,10450.0,10464.5
2012-03-29 07:00:00,10377.0,10377.0,10282.5,10282.5
2012-03-30 07:00:00,10325.0,10330.94,10320.0,10320.0
2012-04-02 07:00:00,10310.0,10407.5,10302.0,10407.5
2012-04-03 07:00:00,10380.0,10395.5,10380.0,10395.5
2012-04-04 07:00:00,10209.86,10209.86,10087.5,10087.5
2012-04-05 07:00:00,10213.0,10213.0,10213.0,10213.0
2012-04-10 07:00:00,10300.46,10300.46,10263.0,10263.0
2012-04-11 07:00:00,10359.0,10359.0,10359.0,10359.0
2012-04-12 07:00:00,10415.0,10415.0,10415.0,10415.0
2012-04-13 07:00:00,10400.0,10420.5,10400.0,10420.5
2012-04-16 07:00:00,10306.39,10330.99,10306.39,10321.0
2012-04-17 07:00:00,10267.0,10302.5,10267.0,10302.5
2012-04-18 07:00:00,10185.64,10185.64,10160.5,10160.5
2012-04-19 07:00:00,10159.0,10159.0,10159.0,10159.0
2012-04-20 07:00:00,10093.0,10093.0,10093.0,10093.0
2012-04-23 07:00:00,10062.0,10062.0,10041.0,10054.5
2012-04-24 07:00:00,10097.0,10097.0,10097.0,10097.0
2012-04-25 07:00:00,10059.0,10059.0,10059.0,10059.0
2012-04-26 07:00:00,10082.0,10153.14,10082.0,10151.5
2012-04-27 07:00:00,10130.0,10167.5,10130.0,10167.5
2012-04-30 07:00:00,10110.0,10136.5,10090.0,10136.5
2012-05-01 07:00:00,10169.0,10169.0,10169.0,10169.0
2012-05-02 07:00:00,10113.0,10125.09,10104.5,10104.5
